DEVICE,Tester Type,Tester Config,Handler,Handler Config,Temperature,LogPoint,PPH
TPS62401DRCT,EAGLE,EAGLE,,,,,2031
TPS62402DRCR,EAGLE,EAGLE,,,,,2425
TPS62402DRCT,EAGLE,EAGLE,,,,,2425
TPS62410DRCR,EAGLE,EAGLE,,,,,2493
TPS62410DRCT,EAGLE,EAGLE,,,,,2493
TPS62420DRCR,EAGLE,EAGLE,,,,,2476
TPS62420DRCT,EAGLE,EAGLE,,,,,2476
TPS62510DRCR,EAGLE,EAGLE,,,,,5194
TPS62510DRCT,EAGLE,EAGLE,,,,,5194
TPS62560DRVR,EAGLE,EAGLE,,,,,6169
TPS62560DRVT,EAGLE,EAGLE,,,,,6169
TPS62562DRVR,EAGLE,EAGLE,,,,,6169
TPS62590DRVR,EAGLE,EAGLE,,,,,6169
TPS62590DRVT,EAGLE,EAGLE,,,,,6169
TPS62736RGYR,EAGLE,EAGLE,,,,,2895
TPS62736RGYT,EAGLE,EAGLE,,,,,2895
TPS62737RGYR,EAGLE,EAGLE,,,,,2483
TPS62737RGYT,EAGLE,EAGLE,,,,,2483
TPS62740DSSR,EAGLE,EAGLE,,,,,8477
TPS62740DSST,EAGLE,EAGLE,,,,,8477
TPS62742DSSR,EAGLE,EAGLE,,,,,6566
TPS62750DSKR,EAGLE,EAGLE,,,,,10989
TPS62750DSKT,EAGLE,EAGLE,,,,,10989
TPS63000DRCR,EAGLE,EAGLE,,,,,2910
TPS63000DRCT,EAGLE,EAGLE,,,,,2910
TPS63001DRCR,EAGLE,EAGLE,,,,,2986
TPS63001DRCT,EAGLE,EAGLE,,,,,2986
TPS63002DRCR,EAGLE,EAGLE,,,,,3017
TPS63002DRCT,EAGLE,EAGLE,,,,,3017
TPS63020DSJR,EAGLE,EAGLE,,,,,3851
TPS63030DSKR,EAGLE,EAGLE,,,,,8651
TPS63030DSKT,EAGLE,EAGLE,,,,,8651
TPS63031DSKR,EAGLE,EAGLE,,,,,8651
TPS63031DSKT,EAGLE,EAGLE,,,,,8651
TPS650061RUKR,EAGLE,EAGLE,,,,,2594
TPS650061RUKT,EAGLE,EAGLE,,,,,2594
TPS65020RHAR,EAGLE,EAGLE,,,,,1144
TPS65020RHAT,EAGLE,EAGLE,,,,,1144
TPS65021RHAR,EAGLE,EAGLE,,,,,1161
TPS65021RHAT,EAGLE,EAGLE,,,,,1161
TPS65022RHAR,EAGLE,EAGLE,,,,,1153
TPS65022RHAT,EAGLE,EAGLE,,,,,1153
TPS65023BRSBR,EAGLE,EAGLE,,,,,2231
TPS65023BRSBT,EAGLE,EAGLE,,,,,2401
TPS65023RSBR,EAGLE,EAGLE,,,,,2310
TPS65023RSBT,EAGLE,EAGLE,,,,,2310
TPS650240RHBR,EAGLE,EAGLE,,,,,1405
TPS650240RHBT,EAGLE,EAGLE,,,,,1405
TPS650250RHBR,EAGLE,EAGLE,,,,,1292
TPS650250RHBT,EAGLE,EAGLE,,,,,1292
TPS65051QRSMRQ1,EAGLE,EAGLE,,,,,1107
TPS65051RSMR,EAGLE,EAGLE,,,,,1154
TPS65051RSMT,EAGLE,EAGLE,,,,,1154
TPS65053RGER,EAGLE,EAGLE,,,,,1324
TPS65053RGET,EAGLE,EAGLE,,,,,1324
TPS650591RGER,EAGLE,EAGLE,,,,,1250
TPS65059RGER,EAGLE,EAGLE,,,,,1123
TPS65059RGET,EAGLE,EAGLE,,,,,1123
TPS650701RSLT,I-FLEX,I-FLEX,,,,,1037
TPS650702RSLR,I-FLEX,I-FLEX,,,,,1012
TPS650702RSLT,I-FLEX,I-FLEX,,,,,1012
TPS65070RSLR,I-FLEX,I-FLEX,,,,,1012
TPS65070RSLT,I-FLEX,I-FLEX,,,,,1012
TPS650721RSLT,I-FLEX,I-FLEX,,,,,1009
TPS65072RSLR,I-FLEX,I-FLEX,,,,,1044
TPS65072RSLT,I-FLEX,I-FLEX,,,,,1044
TPS650731RSLR,I-FLEX,I-FLEX,,,,,973
TPS650731RSLT,I-FLEX,I-FLEX,,,,,973
TPS650732RSLR,I-FLEX,I-FLEX,,,,,971
TPS650732RSLT,I-FLEX,I-FLEX,,,,,971
TPS65073RSLR,I-FLEX,I-FLEX,,,,,838
TPS65073RSLT,I-FLEX,I-FLEX,,,,,838
TPS65090ARVNR,EAGLE,EAGLE,,,,,1138
TPS65090ARVNT,EAGLE,EAGLE,,,,,1138
TPS65090RVNR,EAGLE,EAGLE,,,,,1133
TPS65090RVNT,EAGLE,EAGLE,,,,,1133
TPS65133DPDR,EAGLE,EAGLE,,,,,3738
TPS65137ADSCR,EAGLE,EAGLE,,,,,5305
TPS65137ASDSCR,EAGLE,EAGLE,,,,,3442
TPS65138ADRCR,EAGLE,EAGLE,,,,,2959
TPS65138DRCR,EAGLE,EAGLE,,,,,2959
TPS65138DRCT,EAGLE,EAGLE,,,,,2959
TPS65146RGER,EAGLE,EAGLE,,,,,1692
TPS65148CRHBR,EAGLE,EAGLE,,,,,2317
TPS65148RHBR,EAGLE,EAGLE,,,,,2104
TPS65148RHBT,EAGLE,EAGLE,,,,,2104
TPS65154RSLR,EAGLE,EAGLE,,,,,1419
TPS65154RSLT,EAGLE,EAGLE,,,,,1419
TPS65162RGZR,EAGLE,EAGLE,,,,,1142
TPS65167ARHAR,EAGLE,EAGLE,,,,,1191
TPS65168RSBR,EAGLE,EAGLE,,,,,2359
TPS65170RHDR,EAGLE,EAGLE,,,,,1799
TPS65170RHDT,EAGLE,EAGLE,,,,,1799
TPS65175ARSHR,EAGLE,EAGLE,,,,,1206
TPS65175BRSHR,EAGLE,EAGLE,,,,,1203
TPS65175CRSHR,EAGLE,EAGLE,,,,,1182
TPS65175RSHR,EAGLE,EAGLE,,,,,1208
TPS65176RHDR,EAGLE,EAGLE,,,,,1850
TPS65176RHDT,EAGLE,EAGLE,,,,,1850
TPS65177RHAR,EAGLE,EAGLE,,,,,2268
TPS65178ARSLR,EAGLE,EAGLE,,,,,2277
TPS65178ARSLT,EAGLE,EAGLE,,,,,2277
TPS65178RSLR,EAGLE,EAGLE,,,,,2271
TPS65178RSLT,EAGLE,EAGLE,,,,,2271
TPS65180BRGZR,I-FLEX,I-FLEX,,,,,1188
TPS65180BRGZT,I-FLEX,I-FLEX,,,,,1188
TPS65180RGZR,I-FLEX,I-FLEX,,,,,1319
TPS65180RGZT,I-FLEX,I-FLEX,,,,,1319
TPS65181BRGZR,I-FLEX,I-FLEX,,,,,1224
TPS65181BRGZT,I-FLEX,I-FLEX,,,,,1224
TPS65181RGZR,I-FLEX,I-FLEX,,,,,1218
TPS65181RGZT,I-FLEX,I-FLEX,,,,,1218
TPS65182BRGZR,I-FLEX,I-FLEX,,,,,1220
TPS65182BRGZT,I-FLEX,I-FLEX,,,,,1220
TPS65182RGZR,I-FLEX,I-FLEX,,,,,1207
TPS65182RGZT,I-FLEX,I-FLEX,,,,,1207
TPS65185CRGZR,I-FLEX,I-FLEX,,,,,1694
TPS65185CRGZT,I-FLEX,I-FLEX,,,,,1694
TPS65185RGZR,I-FLEX,I-FLEX,,,,,1763
TPS65185RGZT,I-FLEX,I-FLEX,,,,,1763
TPS65185RSLR,I-FLEX,I-FLEX,,,,,1773
TPS65185RSLT,I-FLEX,I-FLEX,,,,,1773
TPS65186RGZR,I-FLEX,I-FLEX,,,,,1218
TPS65186RGZT,I-FLEX,I-FLEX,,,,,1218
TPS65192RHDR,EAGLE,EAGLE,,,,,2765
TPS65194RGER,EAGLE,EAGLE,,,,,3174
TPS65196RHDR,EAGLE,EAGLE,,,,,3170
TPS65197RUYR,EAGLE,EAGLE,,,,,2303
TPS65198RUYR,EAGLE,EAGLE,,,,,2219
TPS65198RUYT,EAGLE,EAGLE,,,,,2219
TPS65217ARSLR,I-FLEX,I-FLEX,,,,,3543
TPS65217ARSLT,I-FLEX,I-FLEX,,,,,3543
TPS65217BRSLR,I-FLEX,I-FLEX,,,,,3550
TPS65217BRSLT,I-FLEX,I-FLEX,,,,,3550
TPS65217CRSLR,I-FLEX,I-FLEX,,,,,3543
TPS65217CRSLT,I-FLEX,I-FLEX,,,,,3543
TPS65217DRSLR,I-FLEX,I-FLEX,,,,,3426
TPS65217DRSLT,I-FLEX,I-FLEX,,,,,3426
TPS65217T1RSLR,I-FLEX,I-FLEX,,,,,3597
TPS65217T2RSLR,I-FLEX,I-FLEX,,,,,3545
TPS65217T3RSLR,I-FLEX,I-FLEX,,,,,3434
TPS65217TRSLR,I-FLEX,I-FLEX,,,,,3558
TPS65218RSLR,I-FLEX,I-FLEX,,,,,2211
TPS65233RTER,VLCT-X1,VLCT-X1,,,,,2489
TPS65233RTET,VLCT-X1,VLCT-X1,,,,,2489
TPS65250RHAR,I-FLEX,I-FLEX,,,,,3077
TPS65250RHAT,I-FLEX,I-FLEX,,,,,3077
TPS652510RHAR,I-FLEX,I-FLEX,,,,,2590
TPS652510RHAT,I-FLEX,I-FLEX,,,,,2590
TPS65251-1RHAR,I-FLEX,I-FLEX,,,,,2320
TPS65251-1RHAT,I-FLEX,I-FLEX,,,,,2320
TPS65251-2RHAR,I-FLEX,I-FLEX,,,,,2320
TPS65251-3RHAR,I-FLEX,I-FLEX,,,,,2284
TPS65251-3RHAT,I-FLEX,I-FLEX,,,,,2284
TPS65251QRHARQ1,I-FLEX,I-FLEX,,,,,1692
TPS65251RHAR,I-FLEX,I-FLEX,,,,,3077
TPS65251RHAT,I-FLEX,I-FLEX,,,,,3077
TPS65252RHDR,VLCT-X1,VLCT-X1,,,,,3618
TPS65252RHDT,VLCT-X1,VLCT-X1,,,,,3618
TPS65253RHDR,VLCT-X1,VLCT-X1,,,,,3859
TPS65253RHDT,VLCT-X1,VLCT-X1,,,,,3859
TPS65257RHAR,I-FLEX,I-FLEX,,,,,2509
TPS65257RHAT,I-FLEX,I-FLEX,,,,,2509
TPS65258RHAR,I-FLEX,I-FLEX,,,,,2435
TPS65258RHAT,I-FLEX,I-FLEX,,,,,2435
TPS65261-1RHBR,EAGLE,EAGLE,,,,,2753
TPS65261-1RHBT,EAGLE,EAGLE,,,,,2753
TPS65261RHBR,EAGLE,EAGLE,,,,,2729
TPS65261RHBT,EAGLE,EAGLE,,,,,2729
TPS65262RHBR,EAGLE,EAGLE,,,,,2982
TPS65263RHBR,EAGLE,EAGLE,,,,,3777
TPS65270RGER,VLCT-X1,VLCT-X1,,,,,3601
TPS65270RGET,VLCT-X1,VLCT-X1,,,,,3601
TPS65273VRHHR,I-FLEX,I-FLEX,,,,,1807
TPS65276VRHHR,I-FLEX,I-FLEX,,,,,1790
TPS65276VRHHT,I-FLEX,I-FLEX,,,,,1790
TPS65279RHHR,I-FLEX,I-FLEX,,,,,1670
TPS65279VRHHR,I-FLEX,I-FLEX,,,,,1917
TPS65280RGER,I-FLEX,I-FLEX,,,,,2728
TPS65281-1RGVR,I-FLEX,I-FLEX,,,,,3322
TPS65281RGVR,I-FLEX,I-FLEX,,,,,3162
TPS65282RGER,I-FLEX,I-FLEX,,,,,2345
TPS65283RGER,EAGLE,EAGLE,,,,,3777
TPS65286RHDR,I-FLEX,I-FLEX,,,,,2432
TPS65287RHAR,I-FLEX,I-FLEX,,,,,1972
TPS65288RHAR,I-FLEX,I-FLEX,,,,,2689
TPS65290BMRHFT,VLCT-X1,VLCT-X1,,,,,4103
TPS65290LMRHFT,VLCT-X1,VLCT-X1,,,,,4114
TPS65290ZBRHFT,VLCT-X1,VLCT-X1,,,,,4102
TPS65471RHAR,VLCT-X1,VLCT-X1,,,,,870
TPS65510RGTR,EAGLE,EAGLE,,,,,2619
TPS65510RGTT,EAGLE,EAGLE,,,,,2619
TPS65530ARSLR,EAGLE,EAGLE,,,,,319
TPS65560RGTR,EAGLE,EAGLE,,,,,3571
TPS65560RGTT,EAGLE,EAGLE,,,,,3571
TPS65631DPDR,EAGLE,EAGLE,,,,,4119
TPS65631LDSKR,EAGLE,EAGLE,,,,,3872
TPS65631WDSKR,EAGLE,EAGLE,,,,,4591
TPS65632AGRTER,EAGLE,EAGLE,,,,,4355
TPS65632ARTER,EAGLE,EAGLE,,,,,4662
TPS65632RTER,EAGLE,EAGLE,,,,,3221
TPS65633ARTER,EAGLE,EAGLE,,,,,3483
TPS65633BRTER,EAGLE,EAGLE,,,,,3364
TPS65633RTER,EAGLE,EAGLE,,,,,3504
TPS65633RTET,EAGLE,EAGLE,,,,,3504
TPS65635RSNR,EAGLE,EAGLE,,,,,3356
TPS65640RHRR,EAGLE,EAGLE,,,,,1614
TPS65641RHRR,EAGLE,EAGLE,,,,,1558
TPS65650DSCR,EAGLE,EAGLE,,,,,1250
TPS65650DSCR,EAGLE,EAGLE,,,,,1250
TPS65735RSNR,EAGLE,EAGLE,,,,,4077
TPS65735RSNT,EAGLE,EAGLE,,,,,4077
TPS6591023A1RSLR,VLCT-X1,VLCT-X1,,,,,1703
TPS6591023A1RSLT,VLCT-X1,VLCT-X1,,,,,1703
TPS659102A1RSL,VLCT-X1,VLCT-X1,,,,,742
TPS659102A1RSLR,VLCT-X1,VLCT-X1,,,,,1739
TPS659106A1RSLR,VLCT-X1,VLCT-X1,,,,,728
TPS659108A1RSLR,VLCT-X1,VLCT-X1,,,,,1466
TPS65910A1RSL,VLCT-X1,VLCT-X1,,,,,633
TPS65910A1RSLR,VLCT-X1,VLCT-X1,,,,,1641
TPS65910A31A1RSLR,VLCT-X1,VLCT-X1,,,,,1694
TPS65910A31A1RSLT,VLCT-X1,VLCT-X1,,,,,1694
TPS65910A3A1RSLR,VLCT-X1,VLCT-X1,,,,,1703
TPS65910AA1RSL,VLCT-X1,VLCT-X1,,,,,703
TPS65910AA1RSLR,VLCT-X1,VLCT-X1,,,,,1703
TPS65910D1A1RSLR,VLCT-X1,VLCT-X1,,,,,730
TPS65910DA1RSLR,VLCT-X1,VLCT-X1,,,,,667
TPS65980RHFR,VLCT-X1,VLCT-X1,,,,,7746
TPS68415QRGZRQ1,VLCT-X1,VLCT-X1,,,,,597
TPS70912DRVR,EAGLE,EAGLE,,,,,16501
TPS70912DRVT,EAGLE,EAGLE,,,,,16501
TPS70915DRVR,EAGLE,EAGLE,,,,,16573
TPS70918DRVT,EAGLE,EAGLE,,,,,14701
TPS70925DRVR,EAGLE,EAGLE,,,,,16271
TPS70925DRVT,EAGLE,EAGLE,,,,,16271
TPS70930DRVR,EAGLE,EAGLE,,,,,14941
TPS70930DRVT,EAGLE,EAGLE,,,,,14941
TPS70933DRVR,EAGLE,EAGLE,,,,,15007
TPS70933DRVT,EAGLE,EAGLE,,,,,15007
TPS715A01DRBR,EAGLE,EAGLE,,,,,4631
TPS715A01DRBT,EAGLE,EAGLE,,,,,4631
TPS715A33DRBR,EAGLE,EAGLE,,,,,4883
TPS715A33DRBT,EAGLE,EAGLE,,,,,4883
TPS715A33DRVR,EAGLE,EAGLE,,,,,8331
TPS71745DSER,EAGLE,EAGLE,,,,,16121
TPS71745DSET,EAGLE,EAGLE,,,,,16121
TPS720105DRVR,EAGLE,EAGLE,,,,,11855
TPS720105DRVT,EAGLE,EAGLE,,,,,11855
TPS72015DRVR,EAGLE,EAGLE,,,,,20682
TPS73701DRBR,EAGLE,EAGLE,,,,,2948
TPS73701DRBT,EAGLE,EAGLE,,,,,2948
TPS74701DRCR,EAGLE,EAGLE,,,,,9406
TPS74701DRCT,EAGLE,EAGLE,,,,,9406
TPS74801DRCR,EAGLE,EAGLE,,,,,9356
TPS74801DRCT,EAGLE,EAGLE,,,,,9356
TPS74901RGWR,EAGLE,EAGLE,,,,,2230
TPS74901RGWT,EAGLE,EAGLE,,,,,2230
TPS75005RGWR,EAGLE,EAGLE,,,,,1042
TPS75005RGWT,EAGLE,EAGLE,,,,,1042
TPS7A3301RGWR,EAGLE,EAGLE,,,,,2344
TPS7A3301RGWT,EAGLE,EAGLE,,,,,2344
TPS7A3501DRVR,EAGLE,EAGLE,,,,,18455
TPS7A3501DRVT,EAGLE,EAGLE,,,,,18455
TPS7A4700RGWR,EAGLE,EAGLE,,,,,2604
TPS7A4700RGWT,EAGLE,EAGLE,,,,,2604
TPS7A4701RGWR,EAGLE,EAGLE,,,,,2458
TPS7A4701RGWT,EAGLE,EAGLE,,,,,2458
TPS7A7100RGTR,EAGLE,EAGLE,,,,,2327
TPS7A7100RGTT,EAGLE,EAGLE,,,,,2327
TPS7A7100RGWR,EAGLE,EAGLE,,,,,1509
TPS7A7100RGWT,EAGLE,EAGLE,,,,,1509
TPS7A7200QRGWREP,EAGLE,EAGLE,,,,,1469
TPS7A7200QRGWREP,EAGLE,EAGLE,,,,,1689
TPS7A7200RGTR,EAGLE,EAGLE,,,,,1920
TPS7A7200RGTT,EAGLE,EAGLE,,,,,1920
TPS7A7200RGWR,EAGLE,EAGLE,,,,,1476
TPS7A7200RGWT,EAGLE,EAGLE,,,,,1476
TPS7A7300RGWR,EAGLE,EAGLE,,,,,1596
TPS7A7300RGWT,EAGLE,EAGLE,,,,,1596
TPS7A8001DRBR,EAGLE,EAGLE,,,,,8476
TPS7A8001DRBT,EAGLE,EAGLE,,,,,8476
TPS7A8101DRBR,EAGLE,EAGLE,,,,,1387
TPS7A8101DRBT,EAGLE,EAGLE,,,,,1387
TPS7A8101QDRBRQ1,EAGLE,EAGLE,,,,,1387
TPS7A8300RGRR,EAGLE,EAGLE,,,,,3132
TPS7A8300RGRT,EAGLE,EAGLE,,,,,3132
TPS7A8300RGWR,EAGLE,EAGLE,,,,,1202
TPS7A8300RGWT,EAGLE,EAGLE,,,,,1202
TPS80010ARSMR,VLCT-X1,VLCT-X1,,,,,1652
TPS80011ARSMR,VLCT-X1,VLCT-X1,,,,,1609
TRF37B73IDSGR,EAGLE,EAGLE,,,,,24233
TRF37B75IDSGR,EAGLE,EAGLE,,,,,24233
TRF37B75IDSGT,EAGLE,EAGLE,,,,,24233
TS2DP512ARTQR,VLCT-X1,VLCT-X1,,,,,2851
TS3A225ERTER,VLCT-X1,VLCT-X1,,,,,2971
TS3DDR3642RUAR,VLCT-X1,VLCT-X1,,,,,3199
TS3DS10224RUKR,VLCT-X1,VLCT-X1,,,,,3233
TS3DV20812RHHR,VLCT-X1,VLCT-X1,,,,,1481
TS3DV421RUAR,VLCT-X1,VLCT-X1,,,,,3266
TS3DV642A0RUAR,VLCT-X1,VLCT-X1,,,,,3064
TS3L500AERHUR,EAGLE,EAGLE,,,,,2810
TS3L501ERUAR,VLCT-X1,VLCT-X1,,,,,2939
TS3USB3031RMGR,VLCT-X1,VLCT-X1,,,,,22800
TSC2011IRTJR,EAGLE,EAGLE,,,,,2293
TUSB1210BRHB,VLCT-X1,VLCT-X1,,,,,877
TUSB1210BRHBR,VLCT-X1,VLCT-X1,,,,,877
TUSB1210BRHBT,VLCT-X1,VLCT-X1,,,,,877
TUSB501DRFR,VLCT-X1,VLCT-X1,,,,,5502
TUSB551DRFR,VLCT-X1,VLCT-X1,,,,,5976
TUSB7320IRKMR,FUSION EX,FUSION EX,,,,,1006
TUSB7320RKMR,FUSION EX,FUSION EX,,,,,928
TUSB7320RKMT,FUSION EX,FUSION EX,,,,,928
TUSB7340IRKMT,FUSION EX,FUSION EX,,,,,982
TUSB7340RKMR,FUSION EX,FUSION EX,,,,,845
TUSB7340RKMT,FUSION EX,FUSION EX,,,,,845
TUSB8040A1RKMR,FUSION EX,FUSION EX,,,,,738
TUSB8040ARKMR,FUSION EX,FUSION EX,,,,,653
TUSB8040ARKMT,FUSION EX,FUSION EX,,,,,653
TUSB8040RKMR,FUSION EX,FUSION EX,,,,,467
TUSB8041RGCR,FUSION EX,FUSION EX,,,,,571
TUSB8041RGCT,FUSION EX,FUSION EX,,,,,571
TWL6037B2A1RVLR,VLCT-X1,VLCT-X1,,,,,234
TXS02324RUKR,VLCT-X1,VLCT-X1,,,,,2405
TXS02326AMRGER,VLCT-X1,VLCT-X1,,,,,2643
TXS02326MRGER,VLCT-X1,VLCT-X1,,,,,2515
TXS02326RGER,VLCT-X1,VLCT-X1,,,,,2515
TXS4558RUKR,VLCT-X1,VLCT-X1,,,,,1781
UCC24610DRBR,EAGLE,EAGLE,,,,,4004
UCC24610DRBT,EAGLE,EAGLE,,,,,4004
UCC27200ADRCR,EAGLE,EAGLE,,,,,2737
UCC27200ADRCT,EAGLE,EAGLE,,,,,2737
UCC27201ADPRR,EAGLE,EAGLE,,,,,2940
UCC27201ADPRT,EAGLE,EAGLE,,,,,2940
UCC27201ADRCR,EAGLE,EAGLE,,,,,2931
UCC27201ADRCT,EAGLE,EAGLE,,,,,2931
UCC27210DPRR,EAGLE,EAGLE,,,,,4747
UCC27210DPRT,EAGLE,EAGLE,,,,,4747
UCC27211DPRR,EAGLE,EAGLE,,,,,4854
UCC27211DPRT,EAGLE,EAGLE,,,,,4854
UCC27512DRSR,EAGLE,EAGLE,,,,,4197
UCC27512DRST,EAGLE,EAGLE,,,,,4197
UCC27516DRSR,EAGLE,EAGLE,,,,,4186
UCC27516DRST,EAGLE,EAGLE,,,,,4186
UCC27523DSDR,EAGLE,EAGLE,,,,,4031
UCC27523DSDT,EAGLE,EAGLE,,,,,4031
UCC27524DSDR,EAGLE,EAGLE,,,,,4031
UCC27524DSDT,EAGLE,EAGLE,,,,,4031
UCC27525DSDR,EAGLE,EAGLE,,,,,3498
UCC27525DSDT,EAGLE,EAGLE,,,,,3498
UCC27526DSDR,EAGLE,EAGLE,,,,,3587
UCC27526DSDT,EAGLE,EAGLE,,,,,3587
UCC27527DSDT,EAGLE,EAGLE,,,,,3933
UCC27528DSDR,EAGLE,EAGLE,,,,,3896
UCC27528DSDT,EAGLE,EAGLE,,,,,3896
UCC27611DRVT,EAGLE,EAGLE,,,,,9985
UCC28250RGPR,EAGLE,EAGLE,,,,,2395
UCC28250RGPT,EAGLE,EAGLE,,,,,2395
UCC28251RGPR,EAGLE,EAGLE,,,,,2033
UCC28251RGPT,EAGLE,EAGLE,,,,,2033
UCD3020ARGZR,IFLEX-384,IFLEX-384,,,,,1057
UCD3020ARGZT,IFLEX-384,IFLEX-384,,,,,1057
UCD3020RGZR,IFLEX-384,IFLEX-384,,,,,1078
UCD3020RGZT,IFLEX-384,IFLEX-384,,,,,1078
UCD3028RHAR,IFLEX-384,IFLEX-384,,,,,1042
UCD3028RHAT,IFLEX-384,IFLEX-384,,,,,1042
UCD3028RMHR,IFLEX-384,IFLEX-384,,,,,984
UCD3028RMHT,IFLEX-384,IFLEX-384,,,,,984
UCD3040RGCR,IFLEX-384,IFLEX-384,,,,,1290
UCD3040RGCT,IFLEX-384,IFLEX-384,,,,,1290
UCD3138064RGCR,IFLEX-384,IFLEX-384,,,,,979
UCD3138064RGCT,IFLEX-384,IFLEX-384,,,,,979
UCD3138064RGZR,IFLEX-384,IFLEX-384,,,,,728
UCD3138064RGZT,IFLEX-384,IFLEX-384,,,,,728
UCD3138064RMHR,IFLEX-384,IFLEX-384,,,,,1238
UCD3138064RMHT,IFLEX-384,IFLEX-384,,,,,1238
UCD3138RGCR,IFLEX-384,IFLEX-384,,,,,1000
UCD3138RGCT,IFLEX-384,IFLEX-384,,,,,1000
UCD3138RHAR,IFLEX-384,IFLEX-384,,,,,974
UCD3138RHAT,IFLEX-384,IFLEX-384,,,,,974
UCD3138RMHR,IFLEX-384,IFLEX-384,,,,,996
UCD3138RMHT,IFLEX-384,IFLEX-384,,,,,996
UCD7231RTJR,IFLEX-384,IFLEX-384,,,,,3476
UCD7231RTJT,IFLEX-384,IFLEX-384,,,,,3476
UCD7232RTJR,IFLEX-384,IFLEX-384,,,,,2660
UCD74110RVFR,EAGLE,EAGLE,,,,,2967
UCD74110RVFT,EAGLE,EAGLE,,,,,2967
UCD74111RVFR,EAGLE,EAGLE,,,,,3067
UCD74111RVFT,EAGLE,EAGLE,,,,,3067
UCD74120RVFR,EAGLE,EAGLE,,,,,3107
UCD74120RVFT,EAGLE,EAGLE,,,,,3107
UCD90120ARGCR,IFLEX-384,IFLEX-384,,,,,1347
UCD90120ARGCT,IFLEX-384,IFLEX-384,,,,,1347
UCD90124ARGCR,IFLEX-384,IFLEX-384,,,,,1326
UCD90124ARGCT,IFLEX-384,IFLEX-384,,,,,1326
UCD90124RGCR,IFLEX-384,IFLEX-384,,,,,1193
UCD90160RGCR,IFLEX-384,IFLEX-384,,,,,1365
UCD90160RGCT,IFLEX-384,IFLEX-384,,,,,1365
UCD9090RGZR,IFLEX-384,IFLEX-384,,,,,1334
UCD9090RGZT,IFLEX-384,IFLEX-384,,,,,1334
UCD90910RGCT,IFLEX-384,IFLEX-384,,,,,1109
UCD90910-VRGCT,IFLEX-384,IFLEX-384,,,,,1242
UCD9211RHAR,IFLEX-384,IFLEX-384,,,,,1071
UCD9211RHAT,IFLEX-384,IFLEX-384,,,,,1071
UCD9212RHAR,IFLEX-384,IFLEX-384,,,,,1093
UCD9212RHAT,IFLEX-384,IFLEX-384,,,,,1093
UCD9222RGZR,IFLEX-384,IFLEX-384,,,,,1130
UCD9222RGZT,IFLEX-384,IFLEX-384,,,,,1130
UCD9222WRGZREP,IFLEX-384,IFLEX-384,,,,,1019
UCD9222WRGZREP,IFLEX-384,IFLEX-384,,,,,1326
UCD9224ERGZT,IFLEX-384,IFLEX-384,,,,,977
UCD9224RGZR,IFLEX-384,IFLEX-384,,,,,1037
UCD9240RGCR,IFLEX-384,IFLEX-384,,,,,1047
UCD9240RGCT,IFLEX-384,IFLEX-384,,,,,1047
UCD9244NRGCR,IFLEX-384,IFLEX-384,,,,,776
UCD9244RGCR,IFLEX-384,IFLEX-384,,,,,766
UCD9244RGCT,IFLEX-384,IFLEX-384,,,,,766
UCD9246ERGCR,IFLEX-384,IFLEX-384,,,,,909
UCD9246ERGCT,IFLEX-384,IFLEX-384,,,,,909
UCD9246FRGCR,IFLEX-384,IFLEX-384,,,,,982
UCD9246FRGCT,IFLEX-384,IFLEX-384,,,,,982
UCD9246GRGCR,IFLEX-384,IFLEX-384,,,,,975
UCD9246GRGCT,IFLEX-384,IFLEX-384,,,,,975
UCD9246RGCR,IFLEX-384,IFLEX-384,,,,,919
UCD9246RGCT,IFLEX-384,IFLEX-384,,,,,919
VSP5611RSHR,VLCT-X1,VLCT-X1,,,,,731
VSP5612RSHR,VLCT-X1,VLCT-X1,,,,,822
VSP5620RSLR,VLCT-X1,VLCT-X1,,,,,837
VSP5621RSLR,VLCT-X1,VLCT-X1,,,,,799
VSP5622RSLR,VLCT-X1,VLCT-X1,,,,,697
VSP5640RSLR,VLCT-X1,VLCT-X1,,,,,477
XMS430FR5969IRGZR,IFLEX-384,IFLEX-384,,,,,1532
XMS430I2041TRHBR,IFLEX-384,IFLEX-384,,,,,1688
2EDP126SSRHUR,VLCT-X1,VLCT-X1,,,,,259
ADS8361IRHBR,EAGLE,EAGLE,,,,,2397
ADS8361IRHBT,EAGLE,EAGLE,,,,,2397
BQ2028DQQT,VLCT-X1,VLCT-X1,,,,,1596
BQ24707RGRT,EAGLE,EAGLE,,,,,2990
BQ24738RGRR,EAGLE,EAGLE,,,,,3816
BQ24745RHDR,EAGLE,EAGLE,,,,,1070
BQ24745RHDT,EAGLE,EAGLE,,,,,1070
CC2531F128RHAR,VLCT-X1,VLCT-X1,,,,,1316
CC2533F32RHAR,VLCT-X1,VLCT-X1,,,,,1109
CC2533F32RHAT,VLCT-X1,VLCT-X1,,,,,1109
CC2533F64RHAR,VLCT-X1,VLCT-X1,,,,,1291
CC2533F96RHAR,VLCT-X1,VLCT-X1,,,,,1298
CC2533F96RHAT,VLCT-X1,VLCT-X1,,,,,1298
CC2534RHAR,VLCT-X1,VLCT-X1,,,,,1298
CC2534RHAX,VLCT-X1,VLCT-X1,,,,,1298
CC2538SF53RTQT,VLCT-X1,VLCT-X1,,,,,395
CC2540F128RHAR,VLCT-X1,VLCT-X1,,,,,1149
